"id","year","Asy.Seekers","iso3.Origin","iso3.Dest","name.Origin","name.Dest","pop.Origin","Asy.Seek.Rate","mig.in.eu","dept.ord","gdp.Origin","ucdp.b.death.Origin","gdp.Dest","ucdp.b.death.Dest","geo","o.d.gog","o.o.gog","tr.d.gog","tr.tr.gog"
"AFG-SVK",2020,46,"AFG","SVK","Afghanistan","Slovakia",38972230,1.18032763329171e-06,201,36,516.866552182696,20838,19545.7428171932,0,"AFG",0.0326667222708958,51.5840755400897,0.0171349918958099,68.1666666666667
"AFG-SVK",2021,91,"AFG","SVK","Afghanistan","Slovakia",40099462,2.26935713002833e-06,215,66,368.754614175459,36375,21391.9253336042,0,"AFG",0.0499712293282861,53.9212181211941,0.023301834083684,76.6666666666666
"AFG-SVK",2022,11,"AFG","SVK","Afghanistan","Slovakia",40099462,2.74317894838589e-07,207,NA,NA,NA,NA,NA,"AFG",0.013946755479658,52.5857080748487,0.0281434248256399,78.6666666666667
"AFG-SVN",2010,26,"AFG","SVN","Afghanistan","Slovenia",28189672,9.22323608447803e-07,6,41,554.595200222354,7151,23532.4808545468,0,"AFG",0.0904867710893632,68.6118286309931,0.0233641434140976,74.1666666666666
"AFG-SVN",2011,56,"AFG","SVN","Afghanistan","Slovenia",29249157,1.91458509385416e-06,10,111,621.912310861592,7563,25128.0150431304,0,"AFG",0.0350697145644062,84.6379491871374,0.0211513852916103,73.6666666666666
"AFG-SVN",2012,51,"AFG","SVN","Afghanistan","Slovenia",30466479,1.6739709239128e-06,9,251,663.141052810937,7824,22641.805122503,0,"AFG",0.0212020241718426,71.3663181015803,0.0196392482238208,65.2499999999999
"AFG-SVN",2013,16,"AFG","SVN","Afghanistan","Slovenia",31541209,5.0727288227918e-07,15,91,651.987861948108,8131,23503.2824850255,0,"AFG",0.028958381878377,63.6871353350946,0.0179721409258751,63.5833333333333
"AFG-SVN",2014,71,"AFG","SVN","Afghanistan","Slovenia",32716210,2.17017802489958e-06,25,56,628.146803888496,12549,24247.1733184083,0,"AFG",0.0303992958992938,60.5152989750243,0.0193342415684838,65.9999999999999
"AFG-SVN",2015,46,"AFG","SVN","Afghanistan","Slovenia",33753499,1.36282167368782e-06,26,56,592.476537451681,17987,20890.1664304173,0,"AFG",0.0135185078476974,59.5136664402652,0.0225961808743259,72.9999999999999
"AFG-SVN",2016,401,"AFG","SVN","Afghanistan","Slovenia",34636207,1.15774801784734e-05,27,101,520.252064031151,18719,21678.3594670629,0,"AFG",0.0217666263149826,56.1748913244019,0.0269973785810818,77.3333333333333
"AFG-SVN",2017,581,"AFG","SVN","Afghanistan","Slovenia",35643418,1.63003447088043e-05,41,11,530.149830802984,19776,23514.0254604147,0,"AFG",0.0273440080359691,53.336932475918,0.0245687957513063,53.9166666666667
"AFG-SVN",2018,451,"AFG","SVN","Afghanistan","Slovenia",36686784,1.22932552496289e-05,38,31,502.056770622973,26889,26123.7471277911,0,"AFG",0.0186074186588939,52.8361162085385,0.0245494247182464,59.8333333333333
"AFG-SVN",2019,416,"AFG","SVN","Afghanistan","Slovenia",37769499,1.10141783982891e-05,36,16,500.522664145294,30435,26016.078683914,0,"AFG",0.0257607643623845,54.9228506559531,0.0259686064456773,68.8333333333333
"AFG-SVN",2020,741,"AFG","SVN","Afghanistan","Slovenia",38972230,1.90135386145468e-05,60,106,516.866552182696,20838,25545.2410027136,0,"AFG",0.0302472902681845,51.5840755400897,0.0180472392659379,68.1666666666667
"AFG-SVN",2021,2596,"AFG","SVN","Afghanistan","Slovenia",40099462,6.4739023181907e-05,67,66,368.754614175459,36375,29291.4006234431,0,"AFG",0.0321807947612766,53.9212181211941,0.0234936843442829,76.6666666666666
"AFG-SVN",2022,1211,"AFG","SVN","Afghanistan","Slovenia",40099462,3.01999064226847e-05,108,NA,NA,NA,NA,NA,"AFG",0.00195840214732779,52.5857080748487,0.0273175305952541,78.6666666666667
"AFG-SWE",2010,2406,"AFG","SWE","Afghanistan","Sweden",28189672,8.53504077663621e-05,12746,216,554.595200222354,7151,52869.0442891587,0,"AFG",0.382883163894197,68.6118286309931,0.871697978260868,74.1666666666666
"AFG-SWE",2011,4131,"AFG","SWE","Afghanistan","Sweden",29249157,0.000141234839691277,14421,406,621.912310861592,7563,60755.7595508465,0,"AFG",0.267715140821511,84.6379491871374,0.846738776516729,73.6666666666666
"AFG-SWE",2012,4771,"AFG","SWE","Afghanistan","Sweden",30466479,0.000156598338784078,17490,1041,663.141052810937,7824,58037.8213192173,0,"AFG",0.236153516955794,71.3663181015803,0.838982690580933,65.2499999999999
"AFG-SWE",2013,2711,"AFG","SWE","Afghanistan","Sweden",31541209,8.59510489911785e-05,21485,946,651.987861948108,8131,61126.9431963979,0,"AFG",0.276862078661842,63.6871353350946,0.884130615234205,63.5833333333333
"AFG-SWE",2014,2881,"AFG","SWE","Afghanistan","Sweden",32716210,8.80603223906437e-05,25145,596,628.146803888496,12549,60020.3604576572,0,"AFG",0.256618064045332,60.5152989750243,0.922769320998151,65.9999999999999
"AFG-SWE",2015,41201,"AFG","SWE","Afghanistan","Sweden",33753499,0.00122064382125243,28444,581,592.476537451681,17987,51545.4836095322,0,"AFG",0.321737389119545,59.5136664402652,1.05321962129925,72.9999999999999
"AFG-SWE",2016,2146,"AFG","SWE","Afghanistan","Sweden",34636207,6.19582854438998e-05,31268,1601,520.252064031151,18719,51965.1571531985,0,"AFG",0.270780435588982,56.1748913244019,1.1252421137432,77.3333333333333
"AFG-SWE",2017,1246,"AFG","SWE","Afghanistan","Sweden",35643418,3.49573657610502e-05,34755,4326,530.149830802984,19776,53791.5087298403,5,"AFG",0.245061589963341,53.336932475918,1.05380892154307,53.9166666666667
"AFG-SWE",2018,606,"AFG","SWE","Afghanistan","Sweden",36686784,1.65182099363084e-05,43992,8131,502.056770622973,26889,54589.0603860606,0,"AFG",0.245888517789861,52.8361162085385,1.10648064309162,59.8333333333333
"AFG-SWE",2019,756,"AFG","SWE","Afghanistan","Sweden",37769499,2.00161511276599e-05,51980,5166,500.522664145294,30435,51939.4297445291,0,"AFG",0.243811418268657,54.9228506559531,1.16822495380043,68.8333333333333
"AFG-SWE",2020,856,"AFG","SWE","Afghanistan","Sweden",38972230,2.19643576977761e-05,58781,1856,516.866552182696,20838,52837.9039778149,0,"AFG",0.239545873496651,51.5840755400897,1.12967148782568,68.1666666666667
"AFG-SWE",2021,1001,"AFG","SWE","Afghanistan","Sweden",40099462,2.49629284303116e-05,60859,516,368.754614175459,36375,61028.7380600287,0,"AFG",0.333897228090763,53.9212181211941,1.22475351406563,76.6666666666666
"AFG-SWE",2022,821,"AFG","SWE","Afghanistan","Sweden",40099462,2.04740901511347e-05,NA,NA,NA,NA,NA,NA,"AFG",0.264878916636853,52.5857080748487,1.35761269637351,78.6666666666667
"ARM-AUT",2014,251,"ARM","AUT","Armenia","Austria",2889930,8.68533147861713e-05,2827,1,4017.22980824942,0,51786.3771747905,0,"ARM",0.083608716629355,54.3478736010533,0.418306242523729,65.9999999999999
"ARM-AUT",2015,231,"ARM","AUT","Armenia","Austria",2878595,8.02474818444415e-05,3118,211,3666.1418758065,16,44195.8175947748,0,"ARM",0.0796184358591879,54.3478736010533,0.477864858783453,72.9999999999999
"ARM-AUT",2016,221,"ARM","AUT","Armenia","Austria",2865835,7.71153956874698e-05,3328,291,3679.95197212365,4,45307.5878620429,0,"ARM",0.0751524114202563,49.0294272547729,0.516636246148988,77.3333333333333
"ARM-AUT",2017,171,"ARM","AUT","Armenia","Austria",2851923,5.99595430872432e-05,3500,151,4041.99502080997,0,47429.1584564387,0,"ARM",0.0751045489902487,50.8576431863068,0.485513983522761,53.9166666666667
"ARM-AUT",2018,66,"ARM","AUT","Armenia","Austria",2836557,2.32676445423096e-05,3505,181,4391.92369729686,1,51466.5565633634,0,"ARM",0.0786808420272239,53.1844634628045,0.514596553727509,59.8333333333333
"ARM-AUT",2019,41,"ARM","AUT","Armenia","Austria",2820602,1.45359040375069e-05,3427,181,4828.50517771789,2,50070.4033482901,0,"ARM",0.0882877156563117,54.6802764976958,0.609766311600984,68.8333333333333
"ARM-AUT",2020,11,"ARM","AUT","Armenia","Austria",2805608,3.92071878893987e-06,3408,126,4505.86736397124,10,48809.2268762243,4,"ARM",0.0658782101527228,63.0734496379196,0.473318817370181,68.1666666666667
"ARM-AUT",2021,11,"ARM","AUT","Armenia","Austria",2790974,3.94127641461368e-06,3341,156,4966.51347122366,10,53637.7057109897,0,"ARM",0.0813566753413538,62.4917445687953,0.577812043218426,76.6666666666666
"ARM-AUT",2022,56,"ARM","AUT","Armenia","Austria",2790974,2.00646799289424e-05,3343,NA,NA,NA,NA,NA,"ARM",0.0909245214565912,62.325543120474,0.769440483091959,78.6666666666667
"ARM-BEL",2010,1251,"ARM","BEL","Armenia","Belgium",2946293,0.000424601354990831,847,576,3143.02920239019,0,44184.946353964,0,"ARM",0.529353257485726,75.7047597103358,0.880835089169397,74.1666666666666
"ARM-BEL",2011,511,"ARM","BEL","Armenia","Belgium",2928976,0.000174463703355712,1821,1866,3462.6816110805,0,47410.5669277464,0,"ARM",0.178885360987856,63.904456879526,0.87771215297828,73.6666666666666
"ARM-BEL",2012,276,"ARM","BEL","Armenia","Belgium",2914421,9.47014861614022e-05,1501,1666,3643.71518342262,9,44670.5606845101,0,"ARM",0.162646806227358,58.4198090849242,0.911272128319869,65.2499999999999
"ARM-BEL",2013,201,"ARM","BEL","Armenia","Belgium",2901385,6.92772589642533e-05,1418,1571,3833.1575324911,1,46757.9518559598,0,"ARM",0.181446308688933,55.0126793943384,0.890394556823445,63.5833333333333
"ARM-BEL",2014,126,"ARM","BEL","Armenia","Belgium",2889930,4.35996719643728e-05,1395,996,4017.22980824942,0,47764.0715120833,0,"ARM",0.182955728883304,54.3478736010533,0.938417244515741,65.9999999999999
"ARM-BEL",2015,126,"ARM","BEL","Armenia","Belgium",2878595,4.37713537333317e-05,1414,691,3666.1418758065,16,41008.296719472,0,"ARM",0.1738663173557,54.3478736010533,1.01752907754888,72.9999999999999
"ARM-BEL",2016,141,"ARM","BEL","Armenia","Belgium",2865835,4.92003203254898e-05,1437,671,3679.95197212365,4,42012.6227191016,34,"ARM",0.162793071112898,49.0294272547729,1.09234784823875,77.3333333333333
"ARM-BEL",2017,131,"ARM","BEL","Armenia","Belgium",2851923,4.59339189732682e-05,1523,681,4041.99502080997,0,44198.4823908691,0,"ARM",0.154753258100686,50.8576431863068,0.978768556168581,53.9166666666667
"ARM-BEL",2018,111,"ARM","BEL","Armenia","Belgium",2836557,3.91319476393388e-05,1658,401,4391.92369729686,1,47544.9811472757,4,"ARM",0.213929838322099,53.1844634628045,1.04138207114929,59.8333333333333
"ARM-BEL",2019,126,"ARM","BEL","Armenia","Belgium",2820602,4.46713148469724e-05,1803,296,4828.50517771789,2,46638.6813054855,0,"ARM",0.247425309496318,54.6802764976958,1.19570744215708,68.8333333333333
"ARM-BEL",2020,71,"ARM","BEL","Armenia","Belgium",2805608,2.53064576377028e-05,2049,251,4505.86736397124,10,45517.7949301847,0,"ARM",0.147812519270418,63.0734496379196,0.906013772126931,68.1666666666667
"ARM-BEL",2021,136,"ARM","BEL","Armenia","Belgium",2790974,4.872850839886e-05,2229,201,4966.51347122366,10,51247.0143531626,0,"ARM",0.215541729606126,62.4917445687953,1.16324959342747,76.6666666666666
"ARM-BEL",2022,321,"ARM","BEL","Armenia","Belgium",2790974,0.000115013611735545,2377,141,NA,NA,NA,NA,"ARM",0.220257161129241,62.325543120474,1.43970380070968,78.6666666666667
"ARM-BGR",2011,1,"ARM","BGR","Armenia","Bulgaria",2928976,3.41416249228399e-07,1473,6,3462.6816110805,0,7849.16528274432,0,"ARM",0.473399134574711,63.904456879526,0.888971157383659,73.6666666666666
"ARM-BGR",2012,1,"ARM","BGR","Armenia","Bulgaria",2914421,3.43121326671747e-07,1432,11,3643.71518342262,9,7432.47876568071,0,"ARM",0.284950785242244,58.4198090849242,0.81447593323461,65.2499999999999
"ARM-BGR",2013,6,"ARM","BGR","Armenia","Bulgaria",2901385,2.06797787952995e-06,1423,6,3833.1575324911,1,7681.93461995882,0,"ARM",0.281606362325333,55.0126793943384,0.818845305441837,63.5833333333333
"ARM-BGR",2014,1,"ARM","BGR","Armenia","Bulgaria",2889930,3.46029142574388e-07,1526,6,4017.22980824942,0,7901.78587639382,0,"ARM",0.244676563163844,54.3478736010533,0.878562532614044,65.9999999999999
"ARM-BGR",2015,1,"ARM","BGR","Armenia","Bulgaria",2878595,3.47391696296283e-07,1566,6,3666.1418758065,16,7074.68102325059,0,"ARM",0.237897966768763,54.3478736010533,1.04041026966585,72.9999999999999
"ARM-BGR",2016,1,"ARM","BGR","Armenia","Bulgaria",2865835,3.4893844202475e-07,1593,1,3679.95197212365,4,7569.47881476759,0,"ARM",0.181883525504988,49.0294272547729,1.11050395589959,77.3333333333333
"ARM-BGR",2017,1,"ARM","BGR","Armenia","Bulgaria",2851923,3.50640602849376e-07,1607,6,4041.99502080997,0,8366.29322145748,0,"ARM",0.178440998195701,50.8576431863068,1.0927591850439,53.9166666666667
"ARM-BGR",2018,1,"ARM","BGR","Armenia","Bulgaria",2836557,3.52540068822872e-07,1630,6,4391.92369729686,1,9446.71709419731,0,"ARM",0.198132077366848,53.1844634628045,1.2632978156982,59.8333333333333
"ARM-BGR",2019,1,"ARM","BGR","Armenia","Bulgaria",2820602,3.54534244817241e-07,1709,6,4828.50517771789,2,9879.33434282707,0,"ARM",0.246572394156599,54.6802764976958,1.38178443432086,68.8333333333333
"ARM-BGR",2020,1,"ARM","BGR","Armenia","Bulgaria",2805608,3.56428980812715e-07,1757,6,4505.86736397124,10,10129.8129597638,0,"ARM",0.179173402513204,63.0734496379196,1.15105400082515,68.1666666666667
"ARM-BGR",2021,1,"ARM","BGR","Armenia","Bulgaria",2790974,3.58297855873971e-07,1783,6,4966.51347122366,10,12221.4966064171,0,"ARM",0.230700675345648,62.4917445687953,1.25975359050611,76.6666666666666
"ARM-BGR",2022,1,"ARM","BGR","Armenia","Bulgaria",2790974,3.58297855873971e-07,1827,NA,NA,NA,NA,NA,"ARM",0.234475258335836,62.325543120474,1.62510874140427,78.6666666666667
"ARM-CHE",2010,91,"ARM","CHE","Armenia","Switzerland",2946293,3.08862696276304e-05,NA,NA,3143.02920239019,0,76531.3729407691,0,"ARM",0.298468202726036,75.7047597103358,0.52317944398498,74.1666666666666
"ARM-CHE",2011,96,"ARM","CHE","Armenia","Switzerland",2928976,3.27759599259263e-05,608,NA,3462.6816110805,0,90476.7589651577,0,"ARM",0.202077888067843,63.904456879526,0.430581524762102,73.6666666666666
"ARM-CHE",2012,101,"ARM","CHE","Armenia","Switzerland",2914421,3.46552539938465e-05,677,6,3643.71518342262,9,85836.2076767359,0,"ARM",0.175441342971876,58.4198090849242,0.401493819018051,65.2499999999999
"ARM-CHE",2013,131,"ARM","CHE","Armenia","Switzerland",2901385,4.51508503697372e-05,776,16,3833.1575324911,1,87304.3305813557,0,"ARM",0.172457051813688,55.0126793943384,0.432006130194249,63.5833333333333
"ARM-CHE",2014,76,"ARM","CHE","Armenia","Switzerland",2889930,2.62982148356535e-05,813,11,4017.22980824942,0,88724.9909402638,0,"ARM",0.181336765553413,54.3478736010533,0.492655405037074,65.9999999999999
"ARM-CHE",2015,36,"ARM","CHE","Armenia","Switzerland",2878595,1.25061010666662e-05,905,1,3666.1418758065,16,83806.4476003837,0,"ARM",0.171677749040391,54.3478736010533,0.655050429617069,72.9999999999999
"ARM-CHE",2016,46,"ARM","CHE","Armenia","Switzerland",2865835,1.60511683331385e-05,954,1,3679.95197212365,4,82153.0745447889,0,"ARM",0.159911674227715,49.0294272547729,0.747154771646946,77.3333333333333
"ARM-CHE",2017,61,"ARM","CHE","Armenia","Switzerland",2851923,2.13890767738119e-05,1002,6,4041.99502080997,0,82254.3769269767,0,"ARM",0.163861694161007,50.8576431863068,0.675267504216233,53.9166666666667
"ARM-CHE",2018,36,"ARM","CHE","Armenia","Switzerland",2836557,1.26914424776234e-05,1060,6,4391.92369729686,1,85217.3691512274,0,"ARM",0.154550380358036,53.1844634628045,0.848641221781732,59.8333333333333
"ARM-CHE",2019,36,"ARM","CHE","Armenia","Switzerland",2820602,1.27632328134207e-05,1129,1,4828.50517771789,2,84121.9310304414,0,"ARM",0.180096778479951,54.6802764976958,1.01385466384679,68.8333333333333
"ARM-CHE",2020,16,"ARM","CHE","Armenia","Switzerland",2805608,5.70286369300344e-06,1180,1,4505.86736397124,10,85656.322666307,0,"ARM",0.133210866715876,63.0734496379196,0.859463275159951,68.1666666666667
"ARM-CHE",2021,11,"ARM","CHE","Armenia","Switzerland",2790974,3.94127641461368e-06,1219,11,4966.51347122366,10,91991.6004583563,0,"ARM",0.161165927107165,62.4917445687953,1.01162935223894,76.6666666666666
"ARM-CHE",2022,16,"ARM","CHE","Armenia","Switzerland",2790974,5.73276569398353e-06,NA,NA,NA,NA,NA,NA,"ARM",0.199077012110338,62.325543120474,1.28652245849589,78.6666666666667
"ARM-CYP",2010,1,"ARM","CYP","Armenia","Cyprus",2946293,3.39409556347587e-07,NA,6,3143.02920239019,0,31105.3984375,0,"ARM",0.146987244846461,75.7047597103358,1.86983826275985,74.1666666666666
"ARM-CYP",2011,6,"ARM","CYP","Armenia","Cyprus",2928976,2.0484974953704e-06,NA,6,3462.6816110805,0,32486.4296875,0,"ARM",0.126925323034089,63.904456879526,1.77228414683591,73.6666666666666
"ARM-CYP",2012,6,"ARM","CYP","Armenia","Cyprus",2914421,2.05872796003048e-06,NA,11,3643.71518342262,9,28993.349609375,0,"ARM",0.10075033753086,58.4198090849242,1.69604278363884,65.2499999999999
"ARM-CYP",2013,6,"ARM","CYP","Armenia","Cyprus",2901385,2.06797787952995e-06,NA,11,3833.1575324911,1,27799.119140625,0,"ARM",0.107508265911629,55.0126793943384,1.63920366698632,63.5833333333333
"ARM-CYP",2014,1,"ARM","CYP","Armenia","Cyprus",2889930,3.46029142574388e-07,NA,16,4017.22980824942,0,27245.365234375,0,"ARM",0.106814351398481,54.3478736010533,1.65198018909993,65.9999999999999
"ARM-CYP",2015,1,"ARM","CYP","Armenia","Cyprus",2878595,3.47391696296283e-07,NA,6,3666.1418758065,16,23487.125,0,"ARM",0.105338880085678,54.3478736010533,1.80972765213462,72.9999999999999
"ARM-CYP",2016,11,"ARM","CYP","Armenia","Cyprus",2865835,3.83832286227225e-06,NA,6,3679.95197212365,4,24715.73046875,0,"ARM",0.0996605737671965,49.0294272547729,1.90390422677668,77.3333333333333
"ARM-CYP",2017,1,"ARM","CYP","Armenia","Cyprus",2851923,3.50640602849376e-07,NA,11,4041.99502080997,0,26697.171875,0,"ARM",0.10587567575657,50.8576431863068,1.83161260063324,53.9166666666667
"ARM-CYP",2018,1,"ARM","CYP","Armenia","Cyprus",2836557,3.52540068822872e-07,NA,11,4391.92369729686,1,29418.935546875,0,"ARM",0.124514937781007,53.1844634628045,1.99515505696788,59.8333333333333
"ARM-CYP",2019,1,"ARM","CYP","Armenia","Cyprus",2820602,3.54534244817241e-07,NA,6,4828.50517771789,2,29417.138671875,0,"ARM",0.171238425598719,54.6802764976958,2.26672111073102,68.8333333333333
"ARM-CYP",2020,1,"ARM","CYP","Armenia","Cyprus",2805608,3.56428980812715e-07,NA,6,4505.86736397124,10,28036.189453125,0,"ARM",0.0784406501512309,63.0734496379196,1.5652984742921,68.1666666666667
"ARM-CYP",2021,6,"ARM","CYP","Armenia","Cyprus",2790974,2.14978713524383e-06,NA,21,4966.51347122366,10,31551.81640625,0,"ARM",0.11311357616319,62.4917445687953,2.12021924554293,76.6666666666666
"ARM-CYP",2022,6,"ARM","CYP","Armenia","Cyprus",2790974,2.14978713524383e-06,NA,NA,NA,NA,NA,NA,"ARM",0.218665091308222,62.325543120474,2.54467925026739,78.6666666666667
"ARM-CZE",2010,6,"ARM","CZE","Armenia","Czech",2946293,2.03645733808552e-06,2032,36,3143.02920239019,0,19960.0684872157,0,"ARM",0.0640486652475724,75.7047597103358,0.0705028965667255,74.1666666666666
"ARM-CZE",2011,6,"ARM","CZE","Armenia","Czech",2928976,2.0484974953704e-06,2101,56,3462.6816110805,0,21871.2660754128,0,"ARM",0.0817956608559496,63.904456879526,0.0627150181661346,73.6666666666666
"ARM-CZE",2012,11,"ARM","CZE","Armenia","Czech",2914421,3.77433459338922e-06,2070,36,3643.71518342262,9,19870.8012123403,0,"ARM",0.0832479127008317,58.4198090849242,0.0613506689589336,65.2499999999999
"ARM-CZE",2013,21,"ARM","CZE","Armenia","Czech",2901385,7.23792257835482e-06,1940,41,3833.1575324911,1,20133.1691431353,0,"ARM",0.0808642726245309,55.0126793943384,0.0635481184661082,63.5833333333333
"ARM-CZE",2014,21,"ARM","CZE","Armenia","Czech",2889930,7.26661199406214e-06,1954,31,4017.22980824942,0,19890.9199056648,0,"ARM",0.0847261924184959,54.3478736010533,0.0784829114525594,65.9999999999999
"ARM-CZE",2015,26,"ARM","CZE","Armenia","Czech",2878595,9.03218410370337e-06,1866,16,3666.1418758065,16,17829.6983223668,0,"ARM",0.0815868891396869,54.3478736010533,0.105884299975866,72.9999999999999
"ARM-CZE",2016,51,"ARM","CZE","Armenia","Czech",2865835,1.77958605432623e-05,1820,16,3679.95197212365,4,18575.2320271915,0,"ARM",0.0752553345943398,49.0294272547729,0.121609055211389,77.3333333333333
"ARM-CZE",2017,116,"ARM","CZE","Armenia","Czech",2851923,4.06743099305276e-05,1955,11,4041.99502080997,0,20636.199952435,0,"ARM",0.0756974108662286,50.8576431863068,0.111464026298419,53.9166666666667
"ARM-CZE",2018,111,"ARM","CZE","Armenia","Czech",2836557,3.91319476393388e-05,1825,16,4391.92369729686,1,23424.4804601855,0,"ARM",0.0823426101232382,53.1844634628045,0.123632321599818,59.8333333333333
"ARM-CZE",2019,331,"ARM","CZE","Armenia","Czech",2820602,0.000117350835034507,1967,36,4828.50517771789,2,23664.8478631108,0,"ARM",0.0862385549731097,54.6802764976958,0.127686727673105,68.8333333333333
"ARM-CZE",2020,6,"ARM","CZE","Armenia","Czech",2805608,2.13857388487629e-06,2015,16,4505.86736397124,10,22992.8793833348,0,"ARM",0.0681596687947575,63.0734496379196,0.106764213413782,68.1666666666667
"ARM-CZE",2021,1,"ARM","CZE","Armenia","Czech",2790974,3.58297855873971e-07,2044,11,4966.51347122366,10,26821.2452279995,0,"ARM",0.083267267032552,62.4917445687953,0.117418138603035,76.6666666666666
"ARM-CZE",2022,6,"ARM","CZE","Armenia","Czech",2790974,2.14978713524383e-06,1595,NA,NA,NA,NA,NA,"ARM",0.0844362272953736,62.325543120474,0.133941603614124,78.6666666666667
"ARM-DEU",2010,291,"ARM","DEU","Armenia","Germany",2946293,9.87681808971477e-05,NA,221,3143.02920239019,0,41572.4559481507,0,"ARM",3.80236389044636,75.7047597103358,5.55454388066962,74.1666666666666
"ARM-DEU",2011,336,"ARM","DEU","Armenia","Germany",2928976,0.000114715859740742,NA,131,3462.6816110805,0,46705.8957963353,0,"ARM",2.48322849568685,63.904456879526,5.04976265616998,73.6666666666666
"ARM-DEU",2012,566,"ARM","DEU","Armenia","Germany",2914421,0.000194206670896209,NA,106,3643.71518342262,9,43855.8544658618,0,"ARM",2.25276517943748,58.4198090849242,4.93244094449963,65.2499999999999
"ARM-DEU",2013,1166,"ARM","DEU","Armenia","Germany",2901385,0.000401877034588653,NA,211,3833.1575324911,1,46298.9229177341,0,"ARM",2.30142545824138,55.0126793943384,4.96571472443936,63.5833333333333
"ARM-DEU",2014,2116,"ARM","DEU","Armenia","Germany",2889930,0.000732197665687404,NA,246,4017.22980824942,0,48023.8699845462,0,"ARM",2.34180477724873,54.3478736010533,5.29139840250225,65.9999999999999
"ARM-DEU",2015,1961,"ARM","DEU","Armenia","Germany",2878595,0.000681235116437012,NA,221,3666.1418758065,16,41103.2564363768,0,"ARM",2.29766919470657,54.3478736010533,6.07750194491456,72.9999999999999
"ARM-DEU",2016,5181,"ARM","DEU","Armenia","Germany",2865835,0.00180785006813023,NA,441,3679.95197212365,4,42136.1207907991,12,"ARM",2.18057261582533,49.0294272547729,6.35519628333021,77.3333333333333
"ARM-DEU",2017,3481,"ARM","DEU","Armenia","Germany",2851923,0.00122057993851868,NA,2126,4041.99502080997,0,44652.5891722719,0,"ARM",2.12684981575825,50.8576431863068,5.95670675980349,53.9166666666667
"ARM-DEU",2018,1521,"ARM","DEU","Armenia","Germany",2836557,0.000536213444679589,NA,1046,4391.92369729686,1,47939.2782884504,0,"ARM",2.37029072134607,53.1844634628045,6.62574593012541,59.8333333333333
"ARM-DEU",2019,926,"ARM","DEU","Armenia","Germany",2820602,0.000328298710700765,NA,591,4828.50517771789,2,46793.6867616004,0,"ARM",2.53396841404313,54.6802764976958,7.44033300763709,68.8333333333333
"ARM-DEU",2020,356,"ARM","DEU","Armenia","Germany",2805608,0.000126888717169327,NA,386,4505.86736397124,10,46772.8253507545,0,"ARM",2.03171663896479,63.0734496379196,6.49297044088819,68.1666666666667
"ARM-DEU",2021,446,"ARM","DEU","Armenia","Germany",2790974,0.000159800843719791,NA,171,4966.51347122366,10,51203.5544731043,0,"ARM",2.44902496113982,62.4917445687953,7.77401953775057,76.6666666666666
"ARM-DEU",2022,1101,"ARM","DEU","Armenia","Germany",2790974,0.000394485939317242,NA,NA,NA,NA,NA,NA,"ARM",2.41165317048857,62.325543120474,8.90033215393627,78.6666666666667
"ARM-DNK",2010,31,"ARM","DNK","Armenia","Denmark",2946293,1.05216962467752e-05,599,NA,3143.02920239019,0,58041.3984363385,0,"ARM",0.02807215717607,75.7047597103358,0.156018230590294,74.1666666666666
"ARM-DNK",2011,36,"ARM","DNK","Armenia","Denmark",2928976,1.22909849722224e-05,606,11,3462.6816110805,0,61753.647131977,0,"ARM",0.0474714184990601,63.904456879526,0.141629870285868,73.6666666666666
"ARM-DNK",2012,61,"ARM","DNK","Armenia","Denmark",2914421,2.09304009269766e-05,624,16,3643.71518342262,9,58507.5080517852,0,"ARM",0.0417448150094729,58.4198090849242,0.133115737312966,65.2499999999999
"ARM-DNK",2013,111,"ARM","DNK","Armenia","Denmark",2901385,3.82575907713041e-05,640,61,3833.1575324911,1,61191.1937042028,0,"ARM",0.0406306028952519,55.0126793943384,0.142844361891859,63.5833333333333
"ARM-DNK",2014,86,"ARM","DNK","Armenia","Denmark",2889930,2.97585062613973e-05,672,56,4017.22980824942,0,62548.9847332908,0,"ARM",0.0425464760686556,54.3478736010533,0.154150051004128,65.9999999999999
"ARM-DNK",2015,46,"ARM","DNK","Armenia","Denmark",2878595,1.5980018029629e-05,683,41,3666.1418758065,16,53254.8563700916,0,"ARM",0.0407521823680692,54.3478736010533,0.192647620715262,72.9999999999999
"ARM-DNK",2016,11,"ARM","DNK","Armenia","Denmark",2865835,3.83832286227225e-06,705,76,3679.95197212365,4,54663.9983719195,0,"ARM",0.0361029954691773,49.0294272547729,0.203893965616154,77.3333333333333
"ARM-DNK",2017,21,"ARM","DNK","Armenia","Denmark",2851923,7.36345265983689e-06,723,21,4041.99502080997,0,57610.0981801135,0,"ARM",0.0338052987389353,50.8576431863068,0.186263325118169,53.9166666666667
"ARM-DNK",2018,21,"ARM","DNK","Armenia","Denmark",2836557,7.40334144528032e-06,735,11,4391.92369729686,1,61591.9288698958,0,"ARM",0.0420859595089905,53.1844634628045,0.230761993811825,59.8333333333333
"ARM-DNK",2019,6,"ARM","DNK","Armenia","Denmark",2820602,2.12720546890345e-06,725,16,4828.50517771789,2,59592.9806886454,0,"ARM",0.0505538096307629,54.6802764976958,0.288948882398826,68.8333333333333
