"id","year","Asy.Seekers","iso3.Origin","iso3.Dest","name.Origin","name.Dest","pop.Origin","Asy.Seek.Rate","mig.in.eu","dept.ord","gdp.Origin","ucdp.b.death.Origin","gdp.Dest","ucdp.b.death.Dest","geo","o.d.gog","o.o.gog","tr.d.gog","tr.tr.gog"
"AFG-BEL",2021,5151,"AFG","BEL","Afghanistan","Belgium",40099462,0.000128455588755779,29821,521,368.754614175459,36375,51247.0143531626,0,"AFG",0.103051360132658,53.9212181211941,1.16324959342747,76.6666666666666
"AFG-BEL",2022,5756,"AFG","BEL","Afghanistan","Belgium",40099462,0.000143543072971902,35379,401,NA,NA,NA,NA,"AFG",0.0763554225690899,52.5857080748487,1.43970380070968,78.6666666666667
"AFG-BGR",2011,71,"AFG","BGR","Afghanistan","Bulgaria",29249157,2.42742038685081e-06,299,136,621.912310861592,7563,7849.16528274432,0,"AFG",0.0567819041721972,84.6379491871374,0.888971157383659,73.6666666666666
"AFG-BGR",2012,91,"AFG","BGR","Afghanistan","Bulgaria",30466479,2.98688929560912e-06,314,141,663.141052810937,7824,7432.47876568071,0,"AFG",0.0462973789020701,71.3663181015803,0.81447593323461,65.2499999999999
"AFG-BGR",2013,301,"AFG","BGR","Afghanistan","Bulgaria",31541209,9.54307109787707e-06,307,276,651.987861948108,8131,7681.93461995882,0,"AFG",0.0534900371305306,63.6871353350946,0.818845305441837,63.5833333333333
"AFG-BGR",2014,2951,"AFG","BGR","Afghanistan","Bulgaria",32716210,9.01999345278686e-05,312,3421,628.146803888496,12549,7901.78587639382,0,"AFG",0.0434839749703542,60.5152989750243,0.878562532614044,65.9999999999999
"AFG-BGR",2015,6166,"AFG","BGR","Afghanistan","Bulgaria",33753499,0.000182677357390415,331,6876,592.476537451681,17987,7074.68102325059,0,"AFG",0.0501815395925338,59.5136664402652,1.04041026966585,72.9999999999999
"AFG-BGR",2016,8651,"AFG","BGR","Afghanistan","Bulgaria",34636207,0.000249767533725618,337,7081,520.252064031151,18719,7569.47881476759,0,"AFG",0.034036664370114,56.1748913244019,1.11050395589959,77.3333333333333
"AFG-BGR",2017,1046,"AFG","BGR","Afghanistan","Bulgaria",35643418,2.93462316099988e-05,347,706,530.149830802984,19776,8366.29322145748,0,"AFG",0.0415636784374553,53.336932475918,1.0927591850439,53.9166666666667
"AFG-BGR",2018,1071,"AFG","BGR","Afghanistan","Bulgaria",36686784,2.9193073996347e-05,362,341,502.056770622973,26889,9446.71709419731,0,"AFG",0.0372121753722659,52.8361162085385,1.2632978156982,59.8333333333333
"AFG-BGR",2019,986,"AFG","BGR","Afghanistan","Bulgaria",37769499,2.61057209151755e-05,405,341,500.522664145294,30435,9879.33434282707,0,"AFG",0.0425586710937805,54.9228506559531,1.38178443432086,68.8333333333333
"AFG-BGR",2020,1711,"AFG","BGR","Afghanistan","Bulgaria",38972230,4.39030560991763e-05,440,291,516.866552182696,20838,10129.8129597638,0,"AFG",0.0378371022741037,51.5840755400897,1.15105400082515,68.1666666666667
"AFG-BGR",2021,5981,"AFG","BGR","Afghanistan","Bulgaria",40099462,0.000149154120820873,452,296,368.754614175459,36375,12221.4966064171,0,"AFG",0.0400863904898672,53.9212181211941,1.25975359050611,76.6666666666666
"AFG-BGR",2022,7136,"AFG","BGR","Afghanistan","Bulgaria",40099462,0.000177957499778925,504,NA,NA,NA,NA,NA,"AFG",0.0314640041074612,52.5857080748487,1.62510874140427,78.6666666666667
"AFG-CHE",2010,636,"AFG","CHE","Afghanistan","Switzerland",28189672,2.25614544220309e-05,NA,NA,554.595200222354,7151,76531.3729407691,0,"AFG",0.143902683501882,68.6118286309931,0.52317944398498,74.1666666666666
"AFG-CHE",2011,1006,"AFG","CHE","Afghanistan","Switzerland",29249157,3.43941536503086e-05,3622,NA,621.912310861592,7563,90476.7589651577,0,"AFG",0.138869518171944,84.6379491871374,0.430581524762102,73.6666666666666
"AFG-CHE",2012,1346,"AFG","CHE","Afghanistan","Switzerland",30466479,4.4179703207581e-05,4202,16,663.141052810937,7824,85836.2076767359,0,"AFG",0.0779729487532186,71.3663181015803,0.401493819018051,65.2499999999999
"AFG-CHE",2013,866,"AFG","CHE","Afghanistan","Switzerland",31541209,2.74561447533606e-05,5226,26,651.987861948108,8131,87304.3305813557,0,"AFG",0.0996008524968498,63.6871353350946,0.432006130194249,63.5833333333333
"AFG-CHE",2014,731,"AFG","CHE","Afghanistan","Switzerland",32716210,2.23436638901633e-05,6160,21,628.146803888496,12549,88724.9909402638,0,"AFG",0.114513909029493,60.5152989750243,0.492655405037074,65.9999999999999
"AFG-CHE",2015,7806,"AFG","CHE","Afghanistan","Switzerland",33753499,0.000231264912713198,6679,36,592.476537451681,17987,83806.4476003837,0,"AFG",0.13008837449606,59.5136664402652,0.655050429617069,72.9999999999999
"AFG-CHE",2016,3186,"AFG","CHE","Afghanistan","Switzerland",34636207,9.19846679516611e-05,7171,51,520.252064031151,18719,82153.0745447889,0,"AFG",0.114969663596334,56.1748913244019,0.747154771646946,77.3333333333333
"AFG-CHE",2017,1176,"AFG","CHE","Afghanistan","Switzerland",35643418,3.29934688081822e-05,13132,26,530.149830802984,19776,82254.3769269767,0,"AFG",0.11184392135862,53.336932475918,0.675267504216233,53.9166666666667
"AFG-CHE",2018,1126,"AFG","CHE","Afghanistan","Switzerland",36686784,3.0692251465814e-05,14391,16,502.056770622973,26889,85217.3691512274,0,"AFG",0.113475894447484,52.8361162085385,0.848641221781732,59.8333333333333
"AFG-CHE",2019,1351,"AFG","CHE","Afghanistan","Switzerland",37769499,3.57696034040589e-05,14969,16,500.522664145294,30435,84121.9310304414,0,"AFG",0.114550872743173,54.9228506559531,1.01385466384679,68.8333333333333
"AFG-CHE",2020,1636,"AFG","CHE","Afghanistan","Switzerland",38972230,4.19786088709833e-05,15696,21,516.866552182696,20838,85656.322666307,0,"AFG",0.106905084917328,51.5840755400897,0.859463275159951,68.1666666666667
"AFG-CHE",2021,2961,"AFG","CHE","Afghanistan","Switzerland",40099462,7.38413896924602e-05,16496,236,368.754614175459,36375,91991.6004583563,0,"AFG",0.167163545598556,53.9212181211941,1.01162935223894,76.6666666666666
"AFG-CHE",2022,6946,"AFG","CHE","Afghanistan","Switzerland",40099462,0.000173219281595349,NA,NA,NA,NA,NA,NA,"AFG",0.165309397555727,52.5857080748487,1.28652245849589,78.6666666666667
"AFG-CYP",2010,46,"AFG","CYP","Afghanistan","Cyprus",28189672,1.63180330725381e-06,NA,6,554.595200222354,7151,31105.3984375,0,"AFG",0.0917164467493815,68.6118286309931,1.86983826275985,74.1666666666666
"AFG-CYP",2011,16,"AFG","CYP","Afghanistan","Cyprus",29249157,5.47024312529759e-07,NA,1,621.912310861592,7563,32486.4296875,0,"AFG",0.0756939259560234,84.6379491871374,1.77228414683591,73.6666666666666
"AFG-CYP",2012,41,"AFG","CYP","Afghanistan","Cyprus",30466479,1.34574133098872e-06,NA,11,663.141052810937,7824,28993.349609375,0,"AFG",0.0321174265054456,71.3663181015803,1.69604278363884,65.2499999999999
"AFG-CYP",2013,6,"AFG","CYP","Afghanistan","Cyprus",31541209,1.90227330854692e-07,NA,36,651.987861948108,8131,27799.119140625,0,"AFG",0.0463394499889206,63.6871353350946,1.63920366698632,63.5833333333333
"AFG-CYP",2014,1,"AFG","CYP","Afghanistan","Cyprus",32716210,3.0565887674642e-08,NA,11,628.146803888496,12549,27245.365234375,0,"AFG",0.0575715790583566,60.5152989750243,1.65198018909993,65.9999999999999
"AFG-CYP",2015,6,"AFG","CYP","Afghanistan","Cyprus",33753499,1.77759348741889e-07,NA,6,592.476537451681,17987,23487.125,0,"AFG",0.0442279430982361,59.5136664402652,1.80972765213462,72.9999999999999
"AFG-CYP",2016,1,"AFG","CYP","Afghanistan","Cyprus",34636207,2.88715216420782e-08,NA,1,520.252064031151,18719,24715.73046875,0,"AFG",0.0616353073465191,56.1748913244019,1.90390422677668,77.3333333333333
"AFG-CYP",2017,1,"AFG","CYP","Afghanistan","Cyprus",35643418,2.8055670755257e-08,NA,6,530.149830802984,19776,26697.171875,0,"AFG",0.0577626537062445,53.336932475918,1.83161260063324,53.9166666666667
"AFG-CYP",2018,1,"AFG","CYP","Afghanistan","Cyprus",36686784,2.72577721721261e-08,NA,1,502.056770622973,26889,29418.935546875,0,"AFG",0.0593391548019475,52.8361162085385,1.99515505696788,59.8333333333333
"AFG-CYP",2019,1,"AFG","CYP","Afghanistan","Cyprus",37769499,2.64763903805025e-08,NA,1,500.522664145294,30435,29417.138671875,0,"AFG",0.0613373947449407,54.9228506559531,2.26672111073102,68.8333333333333
"AFG-CYP",2020,11,"AFG","CYP","Afghanistan","Cyprus",38972230,2.82252260134973e-07,NA,1,516.866552182696,20838,28036.189453125,0,"AFG",0.0447008636773323,51.5840755400897,1.5652984742921,68.1666666666667
"AFG-CYP",2021,131,"AFG","CYP","Afghanistan","Cyprus",40099462,3.2668767476232e-06,NA,6,368.754614175459,36375,31551.81640625,0,"AFG",0.0875740826891827,53.9212181211941,2.12021924554293,76.6666666666666
"AFG-CYP",2022,1606,"AFG","CYP","Afghanistan","Cyprus",40099462,4.0050412646434e-05,NA,NA,NA,NA,NA,NA,"AFG",0.110817105010803,52.5857080748487,2.54467925026739,78.6666666666667
"AFG-CZE",2010,6,"AFG","CZE","Afghanistan","Czech",28189672,2.12843909641801e-07,318,11,554.595200222354,7151,19960.0684872157,0,"AFG",0.12064228712607,68.6118286309931,0.0705028965667255,74.1666666666666
"AFG-CZE",2011,21,"AFG","CZE","Afghanistan","Czech",29249157,7.17969410195309e-07,354,11,621.912310861592,7563,21871.2660754128,0,"AFG",0.0530833631986027,84.6379491871374,0.0627150181661346,73.6666666666666
"AFG-CZE",2012,11,"AFG","CZE","Afghanistan","Czech",30466479,3.61052552216487e-07,363,21,663.141052810937,7824,19870.8012123403,0,"AFG",0.0322316668880848,71.3663181015803,0.0613506689589336,65.2499999999999
"AFG-CZE",2013,6,"AFG","CZE","Afghanistan","Czech",31541209,1.90227330854692e-07,389,11,651.987861948108,8131,20133.1691431353,0,"AFG",0.0302503013912757,63.6871353350946,0.0635481184661082,63.5833333333333
"AFG-CZE",2014,11,"AFG","CZE","Afghanistan","Czech",32716210,3.36224764421062e-07,414,6,628.146803888496,12549,19890.9199056648,0,"AFG",0.0335462939404194,60.5152989750243,0.0784829114525594,65.9999999999999
"AFG-CZE",2015,16,"AFG","CZE","Afghanistan","Czech",33753499,4.74024929978371e-07,419,236,592.476537451681,17987,17829.6983223668,0,"AFG",0.0365256706060338,59.5136664402652,0.105884299975866,72.9999999999999
"AFG-CZE",2016,41,"AFG","CZE","Afghanistan","Czech",34636207,1.18373238732521e-06,458,11,520.252064031151,18719,18575.2320271915,0,"AFG",0.0240846555193932,56.1748913244019,0.121609055211389,77.3333333333333
"AFG-CZE",2017,11,"AFG","CZE","Afghanistan","Czech",35643418,3.08612378307827e-07,517,21,530.149830802984,19776,20636.199952435,0,"AFG",0.0391736495706621,53.336932475918,0.111464026298419,53.9166666666667
"AFG-CZE",2018,16,"AFG","CZE","Afghanistan","Czech",36686784,4.36124354754017e-07,471,16,502.056770622973,26889,23424.4804601855,0,"AFG",0.0421492489356385,52.8361162085385,0.123632321599818,59.8333333333333
"AFG-CZE",2019,21,"AFG","CZE","Afghanistan","Czech",37769499,5.56004197990553e-07,456,41,500.522664145294,30435,23664.8478631108,0,"AFG",0.0399969297762524,54.9228506559531,0.127686727673105,68.8333333333333
"AFG-CZE",2020,6,"AFG","CZE","Afghanistan","Czech",38972230,1.5395577825544e-07,423,66,516.866552182696,20838,22992.8793833348,0,"AFG",0.0417394584724948,51.5840755400897,0.106764213413782,68.1666666666667
"AFG-CZE",2021,166,"AFG","CZE","Afghanistan","Czech",40099462,4.13970641301871e-06,398,216,368.754614175459,36375,26821.2452279995,0,"AFG",0.03908070275685,53.9212181211941,0.117418138603035,76.6666666666666
"AFG-CZE",2022,61,"AFG","CZE","Afghanistan","Czech",40099462,1.52121741683218e-06,360,NA,NA,NA,NA,NA,"AFG",0.0383291051515561,52.5857080748487,0.133941603614124,78.6666666666667
"AFG-DEU",2010,5901,"AFG","DEU","Afghanistan","Germany",28189672,0.000209331985132711,NA,331,554.595200222354,7151,41572.4559481507,0,"AFG",3.13503125887951,68.6118286309931,5.55454388066962,74.1666666666666
"AFG-DEU",2011,7776,"AFG","DEU","Afghanistan","Germany",29249157,0.000265853815889463,NA,476,621.912310861592,7563,46705.8957963353,0,"AFG",2.59682119843741,84.6379491871374,5.04976265616998,73.6666666666666
"AFG-DEU",2012,7501,"AFG","DEU","Afghanistan","Germany",30466479,0.000246205017652352,NA,416,663.141052810937,7824,43855.8544658618,0,"AFG",2.40446724536633,71.3663181015803,4.93244094449963,65.2499999999999
"AFG-DEU",2013,7736,"AFG","DEU","Afghanistan","Germany",31541209,0.000245266438581983,NA,571,651.987861948108,8131,46298.9229177341,0,"AFG",2.61145186242783,63.6871353350946,4.96571472443936,63.5833333333333
"AFG-DEU",2014,9111,"AFG","DEU","Afghanistan","Germany",32716210,0.000278485802603663,NA,1276,628.146803888496,12549,48023.8699845462,0,"AFG",2.52036451275819,60.5152989750243,5.29139840250225,65.9999999999999
"AFG-DEU",2015,31386,"AFG","DEU","Afghanistan","Germany",33753499,0.000929859153268821,NA,1101,592.476537451681,17987,41103.2564363768,0,"AFG",2.77538947048956,59.5136664402652,6.07750194491456,72.9999999999999
"AFG-DEU",2016,127006,"AFG","DEU","Afghanistan","Germany",34636207,0.00366685647767378,NA,2826,520.252064031151,18719,42136.1207907991,12,"AFG",2.48349906115813,56.1748913244019,6.35519628333021,77.3333333333333
"AFG-DEU",2017,16421,"AFG","DEU","Afghanistan","Germany",35643418,0.000460702169472075,NA,8726,530.149830802984,19776,44652.5891722719,0,"AFG",2.44100001459141,53.336932475918,5.95670675980349,53.9166666666667
"AFG-DEU",2018,9951,"AFG","DEU","Afghanistan","Germany",36686784,0.000271242090884827,NA,3051,502.056770622973,26889,47939.2782884504,0,"AFG",2.34714728922219,52.8361162085385,6.62574593012541,59.8333333333333
"AFG-DEU",2019,9516,"AFG","DEU","Afghanistan","Germany",37769499,0.000251949330860862,NA,2746,500.522664145294,30435,46793.6867616004,0,"AFG",2.40725966541927,54.9228506559531,7.44033300763709,68.8333333333333
"AFG-DEU",2020,9901,"AFG","DEU","Afghanistan","Germany",38972230,0.000254052693417852,NA,1816,516.866552182696,20838,46772.8253507545,0,"AFG",2.37142339739437,51.5840755400897,6.49297044088819,68.1666666666667
"AFG-DEU",2021,23276,"AFG","DEU","Afghanistan","Germany",40099462,0.000580456665478455,NA,2416,368.754614175459,36375,51203.5544731043,0,"AFG",3.06315232804311,53.9212181211941,7.77401953775057,76.6666666666666
"AFG-DEU",2022,36361,"AFG","DEU","Afghanistan","Germany",40099462,0.000906770270384176,NA,NA,NA,NA,NA,NA,"AFG",2.67632602914599,52.5857080748487,8.90033215393627,78.6666666666667
"AFG-DNK",2010,1461,"AFG","DNK","Afghanistan","Denmark",28189672,5.18274919977785e-05,9856,NA,554.595200222354,7151,58041.3984363385,0,"AFG",0.101707672705296,68.6118286309931,0.156018230590294,74.1666666666666
"AFG-DNK",2011,911,"AFG","DNK","Afghanistan","Denmark",29249157,3.11461967946632e-05,10421,541,621.912310861592,7563,61753.647131977,0,"AFG",0.072555046703793,84.6379491871374,0.141629870285868,73.6666666666666
"AFG-DNK",2012,566,"AFG","DNK","Afghanistan","Denmark",30466479,1.85777949595029e-05,10994,781,663.141052810937,7824,58507.5080517852,0,"AFG",0.0518342932804461,71.3663181015803,0.133115737312966,65.2499999999999
"AFG-DNK",2013,416,"AFG","DNK","Afghanistan","Denmark",31541209,1.31890949392587e-05,11436,371,651.987861948108,8131,61191.1937042028,0,"AFG",0.0572770796044744,63.6871353350946,0.142844361891859,63.5833333333333
"AFG-DNK",2014,311,"AFG","DNK","Afghanistan","Denmark",32716210,9.50599106681367e-06,11938,206,628.146803888496,12549,62548.9847332908,0,"AFG",0.0633090136530386,60.5152989750243,0.154150051004128,65.9999999999999
"AFG-DNK",2015,2221,"AFG","DNK","Afghanistan","Denmark",33753499,6.58005855926226e-05,12400,656,592.476537451681,17987,53254.8563700916,0,"AFG",0.0739670895701339,59.5136664402652,0.192647620715262,72.9999999999999
"AFG-DNK",2016,1116,"AFG","DNK","Afghanistan","Denmark",34636207,3.22206181525593e-05,12606,426,520.252064031151,18719,54663.9983719195,0,"AFG",0.0579650918260627,56.1748913244019,0.203893965616154,77.3333333333333
"AFG-DNK",2017,171,"AFG","DNK","Afghanistan","Denmark",35643418,4.79751969914894e-06,12828,701,530.149830802984,19776,57610.0981801135,0,"AFG",0.0651893222012166,53.336932475918,0.186263325118169,53.9166666666667
"AFG-DNK",2018,106,"AFG","DNK","Afghanistan","Denmark",36686784,2.88932385024536e-06,13285,531,502.056770622973,26889,61591.9288698958,0,"AFG",0.0705486281020479,52.8361162085385,0.230761993811825,59.8333333333333
"AFG-DNK",2019,101,"AFG","DNK","Afghanistan","Denmark",37769499,2.67411542843076e-06,13531,271,500.522664145294,30435,59592.9806886454,0,"AFG",0.0681713953795422,54.9228506559531,0.288948882398826,68.8333333333333
"AFG-DNK",2020,76,"AFG","DNK","Afghanistan","Denmark",38972230,1.9501065245689e-06,13579,101,516.866552182696,20838,60915.4243995462,0,"AFG",0.0635178569166932,51.5840755400897,0.231665194148608,68.1666666666667
"AFG-DNK",2021,561,"AFG","DNK","Afghanistan","Denmark",40099462,1.3990212636768e-05,13629,86,368.754614175459,36375,68007.7566732954,0,"AFG",0.0589256544147595,53.9212181211941,0.296265366746356,76.6666666666666
"AFG-DNK",2022,371,"AFG","DNK","Afghanistan","Denmark",40099462,9.25199445319241e-06,13706,NA,NA,NA,NA,NA,"AFG",0.0441985223091626,52.5857080748487,0.412628733693022,78.6666666666667
"AFG-ESP",2010,41,"AFG","ESP","Afghanistan","Spain",28189672,1.45443338255231e-06,NA,46,554.595200222354,7151,30532.4805081656,0,"AFG",0.953042080728571,68.6118286309931,0.995936615502564,74.1666666666666
"AFG-ESP",2011,16,"AFG","ESP","Afghanistan","Spain",29249157,5.47024312529759e-07,NA,71,621.912310861592,7563,31677.9003083652,1,"AFG",0.923662440231155,84.6379491871374,0.941069216014922,73.6666666666666
"AFG-ESP",2012,31,"AFG","ESP","Afghanistan","Spain",30466479,1.01751173806464e-06,NA,46,663.141052810937,7824,28322.9465923276,0,"AFG",0.874729073053698,71.3663181015803,0.967696551595539,65.2499999999999
"AFG-ESP",2013,66,"AFG","ESP","Afghanistan","Spain",31541209,2.09250063940162e-06,NA,16,651.987861948108,8131,29077.1820557563,0,"AFG",0.99611797303887,63.6871353350946,1.02246464672657,63.5833333333333
"AFG-ESP",2014,86,"AFG","ESP","Afghanistan","Spain",32716210,2.62866634001921e-06,NA,11,628.146803888496,12549,29513.6511800405,0,"AFG",0.921757362907794,60.5152989750243,1.05220047374998,65.9999999999999
"AFG-ESP",2015,41,"AFG","ESP","Afghanistan","Spain",33753499,1.21468888306957e-06,NA,21,592.476537451681,17987,25754.36102944,0,"AFG",0.939809196952262,59.5136664402652,1.19084250771954,72.9999999999999
"AFG-ESP",2016,61,"AFG","ESP","Afghanistan","Spain",34636207,1.76116282016677e-06,NA,21,520.252064031151,18719,26537.1594894542,0,"AFG",0.875853716709524,56.1748913244019,1.33390804676791,77.3333333333333
"AFG-ESP",2017,101,"AFG","ESP","Afghanistan","Spain",35643418,2.83362274628095e-06,NA,26,530.149830802984,19776,28185.3213671969,16,"AFG",0.873542040781101,53.336932475918,1.23499636645957,53.9166666666667
"AFG-ESP",2018,71,"AFG","ESP","Afghanistan","Spain",36686784,1.93530182422095e-06,NA,21,502.056770622973,26889,30379.7211126422,0,"AFG",0.795877097725252,52.8361162085385,1.34149250700787,59.8333333333333
"AFG-ESP",2019,106,"AFG","ESP","Afghanistan","Spain",37769499,2.80649738033327e-06,NA,6,500.522664145294,30435,29581.5185513299,0,"AFG",0.849608380681877,54.9228506559531,1.49734206061303,68.8333333333333
"AFG-ESP",2020,31,"AFG","ESP","Afghanistan","Spain",38972230,7.95438187653106e-07,NA,1,516.866552182696,20838,26959.6754367326,0,"AFG",0.842871575322232,51.5840755400897,1.45205394712653,68.1666666666667
"AFG-ESP",2021,1576,"AFG","ESP","Afghanistan","Spain",40099462,3.93022729332379e-05,NA,6,368.754614175459,36375,30103.513733191,0,"AFG",0.817907632643574,53.9212181211941,1.53530222825626,76.6666666666666
"AFG-ESP",2022,1311,"AFG","ESP","Afghanistan","Spain",40099462,3.26937054666718e-05,NA,NA,NA,NA,NA,NA,"AFG",0.685221429224087,52.5857080748487,1.7680281657931,78.6666666666667
"AFG-EST",2010,6,"AFG","EST","Afghanistan","Estonia",28189672,2.12843909641801e-07,NA,1,554.595200222354,7151,14663.0446126465,0,"AFG",0.0325159227410559,68.6118286309931,0.0181728203187306,74.1666666666666
"AFG-EST",2011,6,"AFG","EST","Afghanistan","Estonia",29249157,2.0513411719866e-07,NA,6,621.912310861592,7563,17487.8047830922,0,"AFG",0.0153502715916477,84.6379491871374,0.0165245476845253,73.6666666666666
"AFG-EST",2012,6,"AFG","EST","Afghanistan","Estonia",30466479,1.96937755754447e-07,NA,1,663.141052810937,7824,17403.2053254767,0,"AFG",0.0255820403739918,71.3663181015803,0.0166163738141997,65.2499999999999
"AFG-EST",2013,1,"AFG","EST","Afghanistan","Estonia",31541209,3.17045551424487e-08,16,1,651.987861948108,8131,19056.0019226989,0,"AFG",0.0166534672859737,63.6871353350946,0.0176298539455915,63.5833333333333
"AFG-EST",2014,1,"AFG","EST","Afghanistan","Estonia",32716210,3.0565887674642e-08,16,1,628.146803888496,12549,20261.0667303886,0,"AFG",0.0145372115835992,60.5152989750243,0.0204186389182042,65.9999999999999
"AFG-EST",2015,11,"AFG","EST","Afghanistan","Estonia",33753499,3.2589213936013e-07,27,6,592.476537451681,17987,17402.0376128079,0,"AFG",0.0118171512298918,59.5136664402652,0.0225924176550928,72.9999999999999
"AFG-EST",2016,6,"AFG","EST","Afghanistan","Estonia",34636207,1.73229129852469e-07,30,1,520.252064031151,18719,18295.3429322114,0,"AFG",0.0117600095093552,56.1748913244019,0.0247300349646193,77.3333333333333
"AFG-EST",2017,1,"AFG","EST","Afghanistan","Estonia",35643418,2.8055670755257e-08,44,1,530.149830802984,19776,20437.765376736,0,"AFG",0.0167663216997534,53.336932475918,0.0220547932273989,53.9166666666667
"AFG-EST",2018,1,"AFG","EST","Afghanistan","Estonia",36686784,2.72577721721261e-08,61,1,502.056770622973,26889,23165.8494786437,0,"AFG",0.0172431467843044,52.8361162085385,0.0246377947392259,59.8333333333333
"AFG-EST",2019,6,"AFG","EST","Afghanistan","Estonia",37769499,1.58858342283015e-07,67,6,500.522664145294,30435,23424.4847073518,0,"AFG",0.0166873612374793,54.9228506559531,0.0272308634325726,68.8333333333333
